volume
52935
22205
25508
25508
1001
18856
6144
4415
10464
16330
6008
5542
5000
5003
207
10074
1000
617
617
617
617
731
10000
832
832
2896
7766
7766
7766
4037
4562
118
785
502
502
500
500
500
225
225
225
225
225
217
217
200
310
195
193
219
219
219
219
302
135
101
101
531
531
531
531
1011
1011
1011
1140
1140
186
186
186
186
710
710
710
183
183
183
659
990
990
990
1199
1298
503
465
465
540
540
540
102
102
102
102
102
169
169
169
169
100
100
370
370
202
146
298
298
298
101
13450
11050
505
3208
3208
12821
6580
9001
8722
8722
8722
8722
1511
1122
439
321
600
280
604
965
500
500
500
500
500
1472
1472
1472
1472
1472
243
243
700
251
1201
1201
500
900
900
900
900
3700
3700
500
500
506
389
389
389
389
500
500
500
500
370
1183
5297
2854
2738
5519
5519
2081
2700
15322
15322
15322
2800
2800
102
303
500
1001
1001
8506
1038
10485
5371
8316
1267
379
628
513
204
345
345
799
10791
288
294
2008
446
1643
500
3000
1051
1728
476
190
512
161
161
1250
1348
252
312
312
2469
2469
2469
5973
7542
8936
2045
191
1065
11547
2694
2694
2607
1093
3966
4906
19394
1354
9411
12280
703
703
703
2059
2059
3833
4895
14209
15724
2366
2432
2664
1520
5557
1236
623
399
1343
2308
1817
5961
5047
4835
12806
6086
4686
5243
2793
1699
1013
806
1274
947
2513
801
1694
1274
3960
3167
5251
955
3271
2512
2949
2617
5468
9788
12634
2262
60582
6658
9111
1006
7516
36986
1982
938
378
653
10846
10846
514
615
2874
266
3933
1099
3936
2916
2171
3433
580
116938
25726
411
1996
712
1138
1552
6086
3094
27501
3439
2021
1604
1755
1459
4013
576
1858
4127
3947
2976
3168
4393
5876
15714
440777
178219
156404
149631
162138
217185
131154
178699
278652
271027
186483
196277
119148
114554
118800
169731
192978
212073
174487
173916
970490
167125
154518
201225
129375
169284
190190
89889
69444
112552
524665
227803
233684
195946
111357
165207
130949
142185
130468
170136
217023
166610
118691
121766
120602
242390
271572
109948
164445
107529
100826
187684
194261
124604
150952
107260
105336
164806
108657
66175
138376
91228
123328
133110
77218
69650
79213
136039
85032
101224
101676
89230
109299
82226
71524
115419
241014
114984
148981
139987
116905
128097
70575
72898
86467
177456
190054
132504
120689
119262
118745
166484
131041
90585
174097
225375
69245
130119
101426
105277
116163
82144
59627
107751
253848
176646
335531
230542
126920
139382
134240
132120
94719
113794
159065
193787
162059
148332
86719
96614
95092
116048
98935
60534
89796
146072
126964
113646
54297
70620
88216
104097
116324
77657
64271
107665
80608
58625
78545
60867
62601
107669
155676
97100
143079
149668
70579
82318
184497
57743
82750
101812
73007
70703
91412
71977
179184
71067
66635
52555
102086
66635
119208
93476
65264
54928
62809
56648
71067
63192
53316
59614
87613
40968
84370
51365
81316
50492
112497
75959
72215
345048
312055
116647
71447
86383
61745
95395
88637
238087
197589
122348
128098
94686
78356
79262
57608
136164
76279
55992
62422
57797
73617
55061
39021
126292
50346
50578
59862
103117
55060
52169
115523
89530
76922
68586
41113
96014
95329
79164
41525
1050825
45709
59734
87441
67575
60846
56041
63017
106523
58019
64635
44485
46892
49645
40971
62295
102580
59315
136610
153438
87277
98283
60662
71473
68761
54710
68588
87131
57209
139023
172601
90304
98416
89587
78346
39224
74626
56595
44299
43404
51636
56667
242010
62730
77794
80122
59236
29717
56366
211370
122682
201014
89447
96516
93755
106496
135802
172208
102892
88018
61662
80093
68767
83803
134043
96436
83204
59366
60667
74048
85165
54887
75040
308545
73195
69457
81103
97957
122136
85473
108446
162910
182501
389180
332810
246416
218533
200593
158649
191750
142138
160003
174105
106024
71482
56826
337150
110326
93940
91078
107559
152856
115065
106402
139047
51094
159647
117535
346295
165008
78892
127380
93211
96592
117366
78845
130189
112445
85020
90199
129751
119560
108965
126286
161934
110997
146846
125220
93806
165148
137071
131964
129960
243293
139988
113843
146398
136165
69065
144990
112172
152230
208357
120111
288351
233638
196248
297078
140205
255322
227078
173373
129271
217149
573484
195642
198936
202443
547892
544099
857824
249103
295636
464463
512753
334340
287071
501248
1970737
258995
52412
83674
308011
169223
61265
58842
77596
19158
27344
2106298
2115
22695
27863
124595
50441
81300
1105
2085
3490
28905
36257
2797
158284
66336
53008
18722
34324
52551
29641
32569
6842
49954
11271
12336
10261
48287
82022
21455
20380
10806
9424
11565
10231
8391
36448
15106
21560
2299
25204
22170
2153
3183
7033
1496
5605
2355
9829
12059
1664
2727
4527
376
776
776
12599
288
222
825
2957
4065
6982
6982
377
4243
4243
3340
634
4879
955
5718
36959
21645
825
825
1124
2029
3180
488
2336
2336
2336
204
608
608
990
1492
1492
298
7135
7135
3087
3087
824
2161
2401
238
225
225
2109
2109
466
829
829
7900
330
8929
550
4186
2745
7986
2313
1606
3028
2477
811
352
1248
1248
1248
3512
101
545
581
175
618
102
346
354
549
549
549
549
374
559
357
233
992
2835
2835
2835
623
272
1041
736
736
223
427
427
427
159
159
141
508
413
413
413
1182
746
5072
357
357
178
178
178
203
203
223
223
1632
545
545
545
545
635
230
1449
407
312
312
653
510
117
632
632
154
4314
4314
4314
4314
4314
4314
4314
4314
739
739
6685
6685
6685
112
112
1342
1342
1342
1342
271
271
2100
538
274
220
220
5000
5000
5000
5000
375
375
840
840
840
840
111
537
916
916
685
685
1771
1500
1413
117
117
669
669
669
781
781
506
271
512
512
512
512
215
215
215
215
215
127
127
127
1100
1100
1378
1378
1000
560
560
304
1032
616
616
616
518
1025
2921
2921
2921
2703
1203
312
101
101
101
101
1555
1555
1555
1555
576
100
380
1700
1000
1000
185
1064
1064
1064
309
1508
1508
1508
1508
231
231
516
516
516
516
516
516
254
101
1098
1098
1098
1098
1098
637
637
381
381
381
381
381
150
14600
28475
12976
260
772
772
772
772
1100
7871
7871
7408
7408
2136
254
798
1032
683
683
683
1715
1010
318
101
1026
1026
111
111
1037
1037
1037
1037
1920
6200
10611
11993
485
485
476
1138
795
795
194
4453
900
556
556
839
839
839
839
839
1150
1150
1150
1150
135
135
1067
1067
1067
101
101
453
453
453
453
453
847
117
1185
1185
5900
5900
5900
116
1005
1401
1401
515
4005
22205
22205
5150
6544
6544
23451
23451
430
400
400
400
616
593
901
1015
16981
281
708
2043
408
1042
2718
351
9105
25699
200
5031
960
201
201
102
1330
1198
1563
2779
543
2887
862
293
581
581
10224
375
375
206
869
869
2512
302
701
162
256
256
200
349
300
1183
1183
4946
2871
1721
1918
2217
2217
297
1338
1338
9364
828
828
859
17898
7164
1799
913
3169
2769
457
520
520
473
5365
2275
491
2024
1150
6042
2918
2521
6353
8269
1283
1561
1783
7437
2405
8081
1792
613
55213
1059
3340
2793
4488
4081
4335
1604
2486
6170
6479
2265
86762
733
733
646
17449
8697
1386
439
1188
325
572
2531
768
3118
2962
1842
2796
765
922
4796
626
650
2726
10957
3869
1989
5426
1165
6079
3006
1358
1697
6730
5090
1789
3469
17410
10087
1369
553
465
790
3968
6638
3877
2090
9781
10498
12385
65729
475747
662393
187193
264208
245818
182967
262312
239291
161337
172414
175798
158724
139240
120718
141042
186890
134453
79792
160871
210888
119524
186645
177739
118520
212647
251456
132157
75483
97002
346477
326214
313835
187256
125373
252800
333194
322815
290271
370248
218519
368221
350897
544719
328723
331474
400793
263372
416067
340743
147884
177917
319371
1162405
409513
426936
268804
309567
261372
553471
617052
599050
271662
581295
516741
468491
742269
526691
512919
609676
310661
588509
639156
283367
324567
124697
219839
369499
298535
275919
251153
377640
264833
359144
413609
486985
472346
191239
492162
228516
270257
633383
540283
1129769
632355
462681
366693
163649
333232
566682
185170
334673
252072
217073
427217
398607
395940
281257
481479
229471
212191
185825
243920
241355
539148
254271
175085
768768
115044
249435
181301
235229
262821
363542
599840
243024
175442
767733
273990
240426
260716
183796
405715
358555
319694
180094
583945
379540
216456
171808
277276
392955
272562
415865
220710
135666
163679
149813
127901
85935
94248
121683
116071
104006
113550
68548
86148
92295
171732
103078
104271
159020
84799
75896
56360
121545
340699
116654
96968
89963
88836
352426
100668
90252
153837
125814
543929
115447
108840
409848
84526
144531
142966
155549
83830
80222
125179
241326
326845
119906
89623
131312
120040
83950
98592
50363
93387
187079
88617
112194
192428
86796
114568
504598
385456
98062
138037
165873
204782
130857
115719
154873
165785
388782
132779
390651
190659
125024
140749
138048
326188
107139
108291
112589
110698
91805
151879
103214
129724
231210
178922
54806
100181
91897
44546
157768
188244
386951
132398
182590
127368
83743
347777
222355
84377
129384
424538
102449
98138
64639
117713
85420
81848
117311
102647
63512
97413
102475
93541
195664
177449
412186
137196
259323
256278
137815
283316
389015
117778
66484
114860
231976
399939
250043
118730
111253
128711
697378
370464
89915
90746
73146
158439
257176
216271
377790
184655
174899
106548
142807
138669
128414
165635
121515
103807
143159
92964
81295
77227
96660
138110
178084
137765
175354
65318
61530
126669
143971
98799
66367
71245
76210
177512
115254
97731
96147
75612
121304
275604
180804
115999
158568
275329
122797
142046
131464
135657
137370
122177
203432
132443
119059
228050
110144
206601
261020
440913
109752
87775
175862
63959
350452
350346
214360
207007
100922
469160
193539
407757
112930
129023
113560
107682
262447
293683
174647
266424
171914
133561
264311
194756
299197
193481
190028
155888
245333
468904
338826
221165
231115
259318
293663
261384
314552
393875
370219
521958
450651
306374
375714
909179
555990
399427
430019
484310
469292
491452
536021
316185
717280
1978064
548888
48872
34095
114184
373188
122640
1172929
9034
68510
38405
1206707
73203
188436
31446
35371
28321
36455
13426
17293
85840
34559
138353
6516
828
3087
1361
12576
4408
4126
1806
